id,amenities,bathrooms,bedrooms,pets_allowed,price,square_feet,cityname,state,m2,n_amenities,pets,is_capital,log_price
5668640009,,1.0,1.0,Cats,2195.0,542,Redondo Beach,CA,50.353426,0,1,0,7.694392802629421
5668639818,,1.0,3.0,"Cats,Dogs",1250.0,1500,Newport News,VA,139.3545,0,1,0,7.1316985104669115
5668639686,,2.0,3.0,,1395.0,1650,Raleigh,NC,153.28995,0,0,1,7.241366283322318
5668639659,,1.0,2.0,"Cats,Dogs",1600.0,820,Vacaville,CA,76.18046,0,1,0,7.3783837129967145
5668639374,,1.0,1.0,"Cats,Dogs",975.0,624,Albuquerque,NM,57.971472,0,1,0,6.883462586413092
5668639368,,1.0,2.0,"Cats,Dogs",1250.0,965,Albuquerque,NM,89.651395,0,1,0,7.1316985104669115
5668638765,,2.0,2.0,,1600.0,1120,Hampton,VA,104.05136,0,0,0,7.3783837129967145
5668638578,,2.0,2.0,"Cats,Dogs",1300.0,947,Lakewood,CO,87.979141,0,1,0,7.170888478512505
5668638476,,1.0,2.0,Dogs,795.0,600,Charleston,WV,55.7418,0,1,1,6.679599185844383
5668638122,,2.0,2.0,,2150.0,1005,Chatsworth,CA,93.367515,0,0,0,7.67368812926773
5668638015,,2.0,3.0,,1795.0,1522,Alpharetta,GA,141.398366,0,0,0,7.493317248862145
5668637809,,2.0,2.0,,2395.0,896,Washington,DC,83.241088,0,0,0,7.78155595923534
5668637528,,1.0,3.0,,720.0,800,Ames,IA,74.3224,0,0,0,6.580639137284949
5668636381,,1.0,2.0,"Cats,Dogs",2000.0,872,Kirkland,WA,81.011416,0,1,0,7.601402334583733
5668636291,,1.0,1.0,"Cats,Dogs",729.0,800,San Antonio,TX,74.3224,0,1,0,6.593044534142437
5668635018,,1.0,1.0,"Cats,Dogs",1045.0,700,Villa Park,IL,65.0321,0,1,0,6.952728644624869
5668634255,,3.0,3.0,"Cats,Dogs",1800.0,1500,Oxford,MS,139.3545,0,1,0,7.496097345175956
5668633909,,1.0,2.0,"Cats,Dogs",1250.0,435,Portland,OR,40.412805,0,1,0,7.1316985104669115
5668632369,"Fireplace,Gym,Parking,Pool,Storage,Wood Floors",1.0,1.0,,1060.0,650,Austin,TX,60.38695,6,0,1,6.966967138613983
5668632002,"Gated,Pool",1.0,1.0,,1003.0,797,Round Rock,TX,74.043691,2,0,0,6.911747300251674
5668631854,"Dishwasher,Parking,Pool",1.0,1.0,,837.0,444,Austin,TX,41.248931999999996,3,0,1,6.731018100482083
5668631790,"Dishwasher,Parking,Pool",1.0,1.0,,1020.0,692,Austin,TX,64.288876,3,0,1,6.928537818164665
5668631784,"Gym,Pool",1.0,1.0,,985.0,693,Austin,TX,64.381779,2,0,1,6.893656354602635
5668631302,"Clubhouse,Fireplace,Pool",1.0,1.0,,1581.0,703,Austin,TX,65.310809,3,0,1,7.366445148327599
5668630952,"Dishwasher,Parking,Pool",1.0,1.0,,1090.0,665,Georgetown,TX,61.780495,3,0,0,6.994849985833071
5668630836,,2.0,3.0,"Cats,Dogs",3250.0,1525,Ladera Ranch,CA,141.677075,0,1,0,8.086717920303906
5668630485,"Dishwasher,Parking,Pool",1.0,1.0,,962.0,532,Austin,TX,49.424396,3,0,1,6.870053411798126
5668630356,,2.0,2.0,"Cats,Dogs",1740.0,1600,West Palm Beach,FL,148.6448,0,1,0,7.462214939768189
5668630131,,1.0,1.0,,1722.0,453,Austin,TX,42.085059,0,0,1,7.45182223652793
5668630089,"Dishwasher,Parking,Pool",1.0,1.0,,840.0,540,Round Rock,TX,50.16762,3,0,0,6.734591659972948
5668629888,,2.0,2.0,"Cats,Dogs",1590.0,1000,Kansas City,MO,92.903,0,1,0,7.372118028337787
5668629745,"Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,"Cats,Dogs",975.0,615,San Antonio,TX,57.135345,4,1,0,6.883462586413092
5668628058,,2.0,3.0,"Cats,Dogs",1695.0,1550,Urbandale,IA,143.99965,0,1,0,7.4360278163518485
5668627517,"Dishwasher,Elevator,Parking,Pool,Refrigerator",1.0,1.0,"Cats,Dogs",975.0,650,San Antonio,TX,60.38695,5,1,0,6.883462586413092
5668627084,,1.0,1.0,,2300.0,668,Oakland,CA,62.059204,0,0,0,7.741099090035366
5668627015,Refrigerator,1.0,2.0,,2550.0,860,Oakland,CA,79.89658,1,0,0,7.844240718141811
5668625752,"Dishwasher,Parking,Patio/Deck,Refrigerator,Storage",1.0,2.0,,1225.0,720,Madison,WI,66.89016,5,0,1,7.111512116496157
5668625536,"Cable or Satellite,Dishwasher,Elevator,Fireplace,Garbage Disposal,Internet Access,Luxury,Parking,Patio/Deck,Playground,Refrigerator,Storage",1.0,1.0,"Cats,Dogs",1025.0,616,Windsor,WI,57.228248,12,1,0,6.933423025730715
5668625042,"Dishwasher,Parking,Pool",2.0,2.0,"Cats,Dogs",2548.0,1391,Sherman Oaks,CA,129.228073,3,1,0,7.8434564043761155
5668624921,"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2.0,3.0,"Cats,Dogs",1299.0,1119,Concord,NC,103.958457,4,1,1,7.170119543449628
5668624600,"Dishwasher,Refrigerator",1.0,2.0,"Cats,Dogs",1549.0,431,Arlington,VA,40.041193,2,1,0,7.346010209913293
5668624330,"Cable or Satellite,Dishwasher,Garbage Disposal,Playground,Refrigerator",1.0,2.0,"Cats,Dogs",1905.0,900,Alexandria,VA,83.6127,5,1,0,7.552762084214147
5668624245,,2.0,3.0,"Cats,Dogs",1199.0,1273,Dallas,GA,118.265519,0,1,0,7.090076835776092
5668623348,"Parking,Refrigerator",1.0,1.0,"Cats,Dogs",495.0,360,Tulsa,OK,33.44508,2,1,0,6.206575926724928
5668622646,"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Pool,Refrigerator,Tennis",1.0,2.0,,650.0,314,Ogden,UT,29.171542,11,0,0,6.478509642208569
5668622445,"Cable or Satellite,Clubhouse,Dishwasher,Doorman,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis",1.0,1.0,"Cats,Dogs",973.0,509,Orlando,FL,47.287627,14,1,0,6.881411303642535
5668622093,"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,TV",1.0,2.0,"Cats,Dogs",2095.0,390,Providence,RI,36.232169999999996,11,1,1,7.647786045440933
5668621164,Dishwasher,1.0,1.0,"Cats,Dogs",750.0,568,Spokane Valley,WA,52.768904,1,1,0,6.621405651764134
5668620432,"Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,1.0,"Cats,Dogs",1475.0,663,Somerset,NJ,61.594689,7,1,0,7.297091005160418
5668619160,"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2.0,4.0,"Cats,Dogs",1650.0,1100,Urbana,IL,102.1933,4,1,0,7.409136443920128
5668618357,"Dishwasher,Parking,Refrigerator",1.0,1.0,"Cats,Dogs",1200.0,840,Lafayette,IN,78.03852,3,1,0,7.0909098220799835
5668617043,,1.0,1.0,,720.0,511,Champaign,IL,47.473433,0,0,0,6.580639137284949
5668615317,Pool,1.0,2.0,"Cats,Dogs",1385.0,572,Sacramento,CA,53.140516,1,1,1,7.234177179749849
5668615207,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,"Cats,Dogs",1007.0,735,Lees Summit,MO,68.283705,9,1,0,6.915723448631314
5668615006,"Dishwasher,Garbage Disposal,Pool,Refrigerator",2.0,3.0,"Cats,Dogs",1499.0,1544,Jacksonville,FL,143.442232,4,1,0,7.313220387090301
5668614703,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Storage",1.0,1.0,"Cats,Dogs",671.0,685,Orange,TX,63.638555,10,1,0,6.51025834052315
5668614467,"Dishwasher,Fireplace,Gated,Internet Access,Parking,Patio/Deck,Refrigerator,Storage",1.0,2.0,"Cats,Dogs",1910.0,745,Boulder,CO,69.212735,8,1,0,7.555381944240273
5668613564,,1.0,1.0,,945.0,530,San Antonio,TX,49.23859,0,0,0,6.852242569051878
5668612602,"Parking,Pool",1.0,1.0,"Cats,Dogs",1164.0,755,Owings Mills,MD,70.141765,2,1,0,7.060476365999801
5668611315,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage",1.0,2.0,"Cats,Dogs",777.0,563,Raleigh,NC,52.304389,10,1,1,6.656726524178391
5668610263,Pool,1.0,1.0,"Cats,Dogs",1055.0,550,Saint Petersburg,FL,51.09665,1,1,0,6.962243464266207
5668609452,Pool,1.0,1.0,"Cats,Dogs",665.0,443,Houston,TX,41.156029,1,1,0,6.501289670540389
5668640290,,1.0,1.0,"Cats,Dogs",600.0,347,Saint Louis,MO,32.237341,0,1,0,6.398594934535208
5668639731,,1.0,2.0,"Cats,Dogs",2000.0,1220,Kent,WA,113.34166,0,1,0,7.601402334583733
5668639274,,1.0,1.0,"Cats,Dogs",799.0,500,Oklahoma City,OK,46.4515,0,1,1,6.684611727667927
5668638948,,2.0,3.0,,1400.0,1168,Edwardsville,IL,108.510704,0,0,0,7.244941546337007
5668638780,"Elevator,Parking",1.0,1.0,"Cats,Dogs",1915.0,760,Chicago,IL,70.60628,2,1,0,7.557994958530806
5668638665,,1.0,1.0,,645.0,675,West Bend,WI,62.709525,0,0,0,6.470799503782602
5668638448,,1.0,1.0,"Cats,Dogs",650.0,560,Bowling Green,OH,52.02568,0,1,0,6.478509642208569
